fund_slug,description
angelesinvestors,"Date: Apr 28, 2022 | Company: CoreChain Technologies | Amount: $4,200,000 | Stage: Seed | Category: CeFi"
nextcoastvc,"Date: Apr 28, 2022 | Company: CoreChain Technologies | Amount: $4,200,000 | Stage: Seed | Category: CeFi"
nphardventures,"Date: Apr 28, 2022 | Company: Basement | Amount: $750,000 | Stage: Pre Seed | Category: Blockchain Service"
presighcapital,"Date: Apr 27, 2022 | Company: Mueshi | Amount: $3,300,000 | Stage: Seed | Category: NFT"
presighcapital,"Date: Apr 21, 2022 | Company: Rario | Amount: $120,000,000 | Stage: Series A | Category: NFT"
cross-tower,"Date: Apr 27, 2022 | Company: Blockmetrix | Amount: $20,000,000 | Stage: Undisclosed | Category: Blockchain Service"
guggenheimmuseum,"Date: Apr 27, 2022 | Company: Mueshi | Amount: $3,300,000 | Stage: Seed | Category: NFT"
perezartmuseum,"Date: Apr 27, 2022 | Company: Mueshi | Amount: $3,300,000 | Stage: Seed | Category: NFT"
hillrisecapital,"Date: Oct 24, 2021 | Company: PolkaPets | Amount: $3,100,000 | Stage: Seed | Category: GameFi"
hillrisecapital,"Date: Jun 01, 2021 | Company: Sigmadex | Amount: $4,200,000 | Stage: Undisclosed | Category: DeFi"
hillrisecapital,"Date: Jul 13, 2021 | Company: ClayStack | Amount: $5,200,000 | Stage: Seed | Category: DeFi"
hillrisecapital,"Date: Feb 01, 2022 | Company: Ajuna | Amount: $2,000,000 | Stage: Seed | Category: GameFi"
hillrisecapital,"Date: Apr 26, 2022 | Company: Metakey | Amount: $3,500,000 | Stage: Seed | Category: NFT"
whaleshark,"Date: Nov 01, 2021 | Company: OP3N | Amount: $10,000,000 | Stage: Seed | Category: Social"
whaleshark,"Date: Jan 26, 2022 | Company: TRLab | Amount: $4,200,000 | Stage: Undisclosed | Category: NFT"
whaleshark,"Date: Apr 26, 2022 | Company: Metakey | Amount: $3,500,000 | Stage: Seed | Category: NFT"
companyventures,"Date: May 11, 2020 | Company: Lolli | Amount: $3,000,000 | Stage: Extended Seed | Category: CeFi"
companyventures,"Date: Apr 26, 2022 | Company: Holograph | Amount: $6,500,000 | Stage: Seed | Category: NFT"
invescoprivatecap,"Date: May 24, 2020 | Company: Flowcarbon | Amount: $70,000,000 | Stage: Series A | Category: Blockchain Service"
invescoprivatecap,"Date: Apr 26, 2022 | Company: Copper Banking | Amount: $29,000,000 | Stage: Series A | Category: CeFi"
khariscapital,"Date: Dec 07, 2021 | Company: AngelHub | Amount: $3,000,000 | Stage: Undisclosed | Category: CeFi"
khariscapital,"Date: Apr 26, 2022 | Company: Metakey | Amount: $3,500,000 | Stage: Seed | Category: NFT"
panoramic-ventures,"Date: Mar 09, 2022 | Company: Upstream | Amount: $12,500,000 | Stage: Series A | Category: Blockchain Service"
panoramic-ventures,"Date: Apr 26, 2022 | Company: Copper Banking | Amount: $29,000,000 | Stage: Series A | Category: CeFi"
pjcvc,"Date: Jul 24, 2018 | Company: BlockFi | Amount: $52,500,000 | Stage: Debt Financing | Category: CeFi"
pjcvc,"Date: Feb 16, 2018 | Company: BlockFi | Amount: $1,550,000 | Stage: Seed | Category: CeFi"
pjcvc,"Date: Feb 13, 2020 | Company: BlockFi | Amount: $30,000,000 | Stage: Series B | Category: CeFi"
pjcvc,"Date: Apr 26, 2022 | Company: GamerGains | Amount: $5,800,000 | Stage: Seed | Category: GameFi"
trinitycapital,"Date: Dec 30, 2021 | Company: Hut 8 Mining | Amount: $30,000,000 | Stage: Post-Ipo Debt | Category: Blockchain Service"
trinitycapital,"Date: Apr 26, 2022 | Company: CleanSpark | Amount: $35,000,000 | Stage: Debt Financing | Category: CeFi"
bluewatchvc,"Date: Apr 26, 2022 | Company: Cogni | Amount: $23,000,000 | Stage: Series A | Category: CeFi"
boldcapital,"Date: Sep 01, 2020 | Company: Crowdz | Amount: $2,000,000 | Stage: Extended Series A | Category: CeFi"
boldcapital,"Date: May 28, 2019 | Company: Crowdz | Amount: $5,500,000 | Stage: Series A | Category: CeFi"
boldcapital,"Date: Apr 26, 2022 | Company: Crowdz | Amount: $10,000,000 | Stage: Undisclosed | Category: CeFi"
fiatventures,"Date: Oct 06, 2021 | Company: Copper Banking | Amount: $9,000,000 | Stage: Seed | Category: CeFi"
fiatventures,"Date: Apr 26, 2022 | Company: Copper Banking | Amount: $29,000,000 | Stage: Series A | Category: CeFi"
fircapital,"Date: Apr 26, 2022 | Company: Ola Guild Games | Amount: $8,000,000 | Stage: Seed | Category: Blockchain Service"
gccfund,"Date: Apr 26, 2022 | Company: Crowdz | Amount: $10,000,000 | Stage: Undisclosed | Category: CeFi"
lightbank,"Date: Apr 26, 2022 | Company: GamerGains | Amount: $5,800,000 | Stage: Seed | Category: GameFi"
melangeventures,"Date: Apr 26, 2022 | Company: Tonic | Amount: $5,000,000 | Stage: Seed | Category: DeFi"
tfxcapital,"Date: Sep 01, 2020 | Company: Crowdz | Amount: $2,000,000 | Stage: Extended Series A | Category: CeFi"
tfxcapital,"Date: May 28, 2019 | Company: Crowdz | Amount: $5,500,000 | Stage: Series A | Category: CeFi"
tfxcapital,"Date: Apr 26, 2022 | Company: Crowdz | Amount: $10,000,000 | Stage: Undisclosed | Category: CeFi"
blockchainvv,"Date: Sep 15, 2021 | Company: Artory | Amount: $4,500,000 | Stage: Seed | Category: Blockchain Service"
blockchainvv,"Date: Jan 30, 2020 | Company: Coinfirm | Amount: $4,000,000 | Stage: Undisclosed | Category: Blockchain Service"
blockchainvv,"Date: Jan 08, 2020 | Company: Wyden | Amount: $3,300,000 | Stage: Series A | Category: CeFi"
blockchainvv,"Date: Dec 14, 2020 | Company: Wyden | Amount: $5,600,000 | Stage: Series A | Category: CeFi"
blockchainvv,"Date: Apr 25, 2022 | Company: Measure Protocol | Stage: Undisclosed | Category: Blockchain Infrastructure"
maveron,"Date: Mar 05, 2014 | Company: Genies | Amount: $2,700,000 | Stage: Seed | Category: NFT"
maveron,"Date: Apr 25, 2022 | Company: Mad Realities | Amount: $6,000,000 | Stage: Seed | Category: Blockchain Service"
maveron,"Date: Apr 21, 2022 | Company: Oni Squad | Amount: $2,000,000 | Stage: Seed | Category: GameFi"
3iq,"Date: Apr 25, 2022 | Company: Stablecorp | Amount: $1,500,000 | Stage: Seed | Category: CeFi"
blackfinchvc,"Date: Apr 25, 2022 | Company: Measure Protocol | Stage: Undisclosed | Category: Blockchain Infrastructure"
defiresearch,"Date: Apr 25, 2022 | Company: Kryptview | Amount: $650,000 | Stage: Pre Seed | Category: Social"
goldstreetvc,"Date: Apr 25, 2022 | Company: Afriex | Amount: $10,000,000 | Stage: Series A | Category: CeFi"
italianangelsfg,"Date: Apr 25, 2022 | Company: Measure Protocol | Stage: Undisclosed | Category: Blockchain Infrastructure"
mavennet,"Date: Apr 25, 2022 | Company: Stablecorp | Amount: $1,500,000 | Stage: Seed | Category: CeFi"
nufund-venture-group,"Date: Apr 25, 2022 | Company: Indicio | Amount: $3,500,000 | Stage: Seed | Category: Blockchain Service"
swan-venture-fund,"Date: Apr 25, 2022 | Company: Indicio | Amount: $3,500,000 | Stage: Seed | Category: Blockchain Service"
juncapital,"Date: May 24, 2021 | Company: Mintlayer | Amount: $5,200,000 | Stage: Seed | Category: Blockchain Infrastructure"
juncapital,"Date: Jun 24, 2021 | Company: XP.NETWORK | Amount: $4,500,000 | Stage: Seed | Category: NFT"
juncapital,"Date: Jan 28, 2022 | Company: Aleph Zero | Amount: $2,850,000 | Stage: Seed | Category: Chain"
juncapital,"Date: Feb 01, 2022 | Company: Unizen | Stage: Undisclosed | Category: DeFi"
juncapital,"Date: Apr 22, 2022 | Company: Goons of Balatroon | Amount: $2,460,000 | Stage: Seed | Category: GameFi"
crossfund,"Date: Apr 22, 2022 | Company: Syarpa | Amount: $500,000 | Stage: Pre Seed | Category: CeFi"
firstfounders,"Date: Apr 22, 2022 | Company: Syarpa | Amount: $500,000 | Stage: Pre Seed | Category: CeFi"
lovelacecorp,"Date: Apr 22, 2022 | Company: Goons of Balatroon | Amount: $2,460,000 | Stage: Seed | Category: GameFi"
playnity,"Date: Apr 22, 2022 | Company: Goons of Balatroon | Amount: $2,460,000 | Stage: Seed | Category: GameFi"
thehuslcorp,"Date: Apr 22, 2022 | Company: Goons of Balatroon | Amount: $2,460,000 | Stage: Seed | Category: GameFi"
unizencorp,"Date: Apr 22, 2022 | Company: Goons of Balatroon | Amount: $2,460,000 | Stage: Seed | Category: GameFi"
21shares,"Date: Jan 28, 2022 | Company: Unblocked | Amount: $10,000,000 | Stage: Seed | Category: NFT"
21shares,"Date: Apr 21, 2022 | Company: BiLira | Amount: $2,500,000 | Stage: Seed | Category: Stablecoin"
21shares,"Date: Apr 13, 2022 | Company: FluidAI | Amount: $10,000,000 | Stage: Seed | Category: DeFi"
blockwater-capital,"Date: Aug 24, 2020 | Company: OIN Finance | Stage: Strategic | Category: DeFi"
blockwater-capital,"Date: Aug 02, 2018 | Company: Logos Network | Amount: $3,000,000 | Stage: Seed | Category: Blockchain Service"
blockwater-capital,"Date: Apr 21, 2022 | Company: Hashstack | Stage: Strategic | Category: DeFi"
svb-capital,"Date: Nov 02, 2021 | Company: Chipper Cash | Amount: $150,000,000 | Stage: Extended Series C | Category: CeFi"
svb-capital,"Date: Jun 24, 2021 | Company: Chainalysis | Amount: $100,000,000 | Stage: Series E | Category: Blockchain Service"
svb-capital,"Date: Jun 02, 2021 | Company: Chipper Cash | Amount: $100,000,000 | Stage: Series C | Category: CeFi"
svb-capital,"Date: Jul 27, 2021 | Company: Fireblocks | Amount: $310,000,000 | Stage: Series D | Category: Blockchain Service"
svb-capital,"Date: Apr 21, 2022 | Company: Crusoe Energy Systems | Amount: $155,000,000 | Stage: Undisclosed | Category: Blockchain Service"
tenonetenvc,"Date: Feb 08, 2022 | Company: Flycoin | Amount: $33,000,000 | Stage: Seed | Category: CeFi"
tenonetenvc,"Date: Apr 21, 2022 | Company: Afterparty | Amount: $4,000,000 | Stage: Seed | Category: NFT"
blockdeskvc,"Date: Apr 21, 2022 | Company: BikeRush | Amount: $6,500,000 | Stage: Seed | Category: GameFi"
dreamcapital,"Date: Apr 21, 2022 | Company: Rario | Amount: $120,000,000 | Stage: Series A | Category: NFT"
elaiavc,"Date: Apr 21, 2022 | Company: Sun Zu Lab | Amount: $1,600,000 | Stage: Seed | Category: CeFi"
finberg,"Date: Apr 21, 2022 | Company: BiLira | Amount: $2,500,000 | Stage: Seed | Category: Stablecoin"
halls-investments,"Date: Apr 21, 2022 | Company: Shorter Finance | Amount: $4,000,000 | Stage: Undisclosed | Category: DeFi"
hedgue,"Date: Apr 21, 2022 | Company: Shorter Finance | Amount: $4,000,000 | Stage: Undisclosed | Category: DeFi"
mixmob,"Date: Apr 21, 2022 | Company: ZeroDrop | Amount: $1,270,000 | Stage: Seed | Category: Blockchain Service"
seven-20,"Date: Apr 21, 2022 | Company: LimeWire | Amount: $10,400,000 | Stage: Private Token Sale | Category: NFT"
sparkfund,"Date: Apr 21, 2022 | Company: Crusoe Energy Systems | Amount: $155,000,000 | Stage: Undisclosed | Category: Blockchain Service"
valleyventurecap,"Date: Apr 21, 2022 | Company: Onyze | Amount: $1,275,000 | Stage: Seed | Category: DeFi"
synaps,"Date: Oct 22, 2021 | Company: Colony | Amount: $1,000,000 | Stage: Seed | Category: DeFi"
synaps,"Date: Mar 09, 2022 | Company: Sign | Amount: $12,000,000 | Stage: Seed | Category: Blockchain Infrastructure"
synaps,"Date: Jan 19, 2022 | Company: Venue One | Amount: $3,400,000 | Stage: Seed | Category: DeFi"
synaps,"Date: Feb 25, 2022 | Company: bitsCrunch | Amount: $3,600,000 | Stage: Undisclosed | Category: NFT"
synaps,"Date: Apr 20, 2022 | Company: IPOR Labs | Amount: $5,550,000 | Stage: Seed | Category: DeFi"
femaleff,"Date: Apr 20, 2022 | Company: Boss Beauties | Amount: $4,400,000 | Stage: Seed | Category: NFT"
femaleff,"Date: Apr 12, 2022 | Company: Glow Labs | Amount: $4,100,000 | Stage: Seed | Category: Blockchain Service"
nextchymia,"Date: Jun 29, 2021 | Company: IAGON | Amount: $3,400,000 | Stage: Seed | Category: Blockchain Service"
nextchymia,"Date: Apr 20, 2022 | Company: IPOR Labs | Amount: $5,550,000 | Stage: Seed | Category: DeFi"
geekventures,"Date: Apr 20, 2022 | Company: V-Art | Amount: $400,000 | Stage: Pre Seed | Category: NFT"
nautacapital,"Date: Apr 20, 2022 | Company: Tangany | Amount: $7,450,000 | Stage: Seed | Category: Blockchain Service"
nh-investment,"Date: Apr 20, 2022 | Company: DoubleMe | Amount: $25,000,000 | Stage: Series A | Category: Blockchain Service"
oktaventures,"Date: Apr 20, 2022 | Company: SpruceID | Amount: $34,000,000 | Stage: Series A | Category: Blockchain Service"
ukrainiansf,"Date: Apr 20, 2022 | Company: V-Art | Amount: $400,000 | Stage: Pre Seed | Category: NFT"
wiedenkennedy,"Date: Apr 20, 2022 | Company: Boss Beauties | Amount: $4,400,000 | Stage: Seed | Category: NFT"
dcm-ventures,"Date: May 24, 2019 | Company: Jackpocket | Amount: $5,000,000 | Stage: Series B | Category: Social"
dcm-ventures,"Date: May 20, 2021 | Company: Figure | Amount: $200,000,000 | Stage: Series D | Category: CeFi"
dcm-ventures,"Date: Jun 20, 2021 | Company: Amber Group | Amount: $100,000,000 | Stage: Series B | Category: None"
dcm-ventures,"Date: Dec 05, 2019 | Company: Figure | Amount: $103,000,000 | Stage: Series C | Category: CeFi"
dcm-ventures,"Date: Apr 19, 2022 | Company: Hedge Labs | Amount: $3,700,000 | Stage: Seed | Category: DeFi"
kinetic-capital,"Date: Jun 08, 2021 | Company: Flare | Amount: $11,300,000 | Stage: Undisclosed | Category: Chain"
kinetic-capital,"Date: Feb 28, 2019 | Company: ThunderCore | Amount: $50,000,000 | Stage: Series A | Category: Chain"
kinetic-capital,"Date: Apr 19, 2022 | Company: BlockApps | Amount: $41,000,000 | Stage: Series B | Category: Blockchain Service"
kinetic-capital,"Date: Apr 05, 2022 | Company: Boba Network | Amount: $45,000,000 | Stage: Series A | Category: Chain"
eidetic-ventures,"Date: Apr 19, 2022 | Company: BlockApps | Amount: $41,000,000 | Stage: Series B | Category: Blockchain Service"
fitz-gate,"Date: Sep 30, 2019 | Company: BlockApps | Stage: Series A | Category: Blockchain Service"
fitz-gate,"Date: Apr 19, 2022 | Company: BlockApps | Amount: $41,000,000 | Stage: Series B | Category: Blockchain Service"
lightshed-ventures,"Date: Apr 19, 2022 | Company: Flipside Crypto | Amount: $50,000,000 | Stage: Undisclosed | Category: Blockchain Service"
propel-x,"Date: Apr 19, 2022 | Company: BlockApps | Amount: $41,000,000 | Stage: Series B | Category: Blockchain Service"
redstart-labs,"Date: Apr 19, 2022 | Company: Flippy | Amount: $1,150,000 | Stage: Seed | Category: CeFi"
star-x,"Date: Apr 18, 2022 | Company: Sunmiya Club | Stage: Strategic | Category: NFT"
fatimagobivc,"Date: Apr 15, 2022 | Company: Fasset | Amount: $22,000,000 | Stage: Series A | Category: CeFi"
qi-capital,"Date: Mar 14, 2022 | Company: Angelic | Amount: $10,000,000 | Stage: Seed | Category: GameFi"
qi-capital,"Date: Jan 16, 2022 | Company: Edge Protocol | Amount: $1,750,000 | Stage: Seed | Category: DeFi"
qi-capital,"Date: Dec 19, 2021 | Company: Coinweb | Amount: $4,000,000 | Stage: Strategic | Category: Blockchain Infrastructure"
qi-capital,"Date: Dec 07, 2021 | Company: White Whale | Amount: $2,900,000 | Stage: Strategic | Category: DeFi"
qi-capital,"Date: Apr 14, 2022 | Company: Retrograde | Stage: Seed | Category: DeFi"
telstra-ventures,"Date: Oct 21, 2021 | Company: FTX Token | Amount: $420,700,000 | Stage: Extended Series B | Category: CeFi"
telstra-ventures,"Date: Apr 14, 2022 | Company: Blockdaemon | Stage: Undisclosed | Category: Blockchain Infrastructure"
voodoo-ventures,"Date: Feb 07, 2022 | Company: Polygon | Amount: $450,000,000 | Stage: Undisclosed | Category: Chain"
voodoo-ventures,"Date: Apr 14, 2022 | Company: Gripnr | Amount: $2,500,000 | Stage: Seed | Category: GameFi"
abstraction-ventures,"Date: Apr 14, 2022 | Company: Gripnr | Amount: $2,500,000 | Stage: Seed | Category: GameFi"
invicta-growth,"Date: Apr 14, 2022 | Company: Blockdaemon | Stage: Undisclosed | Category: Blockchain Infrastructure"
sopris-capital,"Date: Apr 14, 2022 | Company: Gripnr | Amount: $2,500,000 | Stage: Seed | Category: GameFi"
staderlabs,"Date: Apr 14, 2022 | Company: Retrograde | Stage: Seed | Category: DeFi"
stony-lonesome,"Date: Apr 14, 2022 | Company: VeriTX | Amount: $4,500,000 | Stage: Undisclosed | Category: Blockchain Service"
veteran-ventures,"Date: Apr 14, 2022 | Company: VeriTX | Amount: $4,500,000 | Stage: Undisclosed | Category: Blockchain Service"
gtcapital,"Date: Mar 31, 2022 | Company: OnePlanet | Amount: $3,350,000 | Stage: Strategic | Category: NFT"
gtcapital,"Date: Feb 17, 2022 | Company: FURY | Stage: Seed | Category: GameFi"
gtcapital,"Date: Feb 15, 2022 | Company: Suberra | Amount: $1,000,000 | Stage: Pre Seed | Category: CeFi"
gtcapital,"Date: Dec 15, 2021 | Company: Rango Exchange | Amount: $1,000,000 | Stage: Seed | Category: DeFi"
gtcapital,"Date: Apr 13, 2022 | Company: Reactor | Stage: Seed | Category: DeFi"
definitive-capital,"Date: Sep 23, 2021 | Company: Grape Protocol | Amount: $1,200,000 | Stage: Seed | Category: Social"
definitive-capital,"Date: Oct 07, 2021 | Company: GooseFX | Amount: $4,500,000 | Stage: Seed | Category: DeFi"
definitive-capital,"Date: Aug 20, 2021 | Company: BlockFi | Amount: $500,000,000 | Stage: Undisclosed | Category: CeFi"
definitive-capital,"Date: Apr 13, 2022 | Company: Dfns | Amount: $13,500,000 | Stage: Seed | Category: Blockchain Service"
time-ventures,"Date: Mar 26, 2021 | Company: Chainalysis | Amount: $100,000,000 | Stage: Series D | Category: Blockchain Service"
time-ventures,"Date: Mar 22, 2022 | Company: Yuga Labs | Amount: $450,000,000 | Stage: Seed | Category: NFT"
time-ventures,"Date: Aug 18, 2021 | Company: Sentz | Amount: $66,000,000 | Stage: Series B | Category: Currency"
time-ventures,"Date: Apr 13, 2022 | Company: MoonPay | Amount: $87,000,000 | Stage: Undisclosed | Category: CeFi"
broadlight,"Date: Apr 13, 2022 | Company: MoonPay | Amount: $87,000,000 | Stage: Undisclosed | Category: CeFi"
DreamCrew,"Date: Apr 13, 2022 | Company: MoonPay | Amount: $87,000,000 | Stage: Undisclosed | Category: CeFi"
horseshoecap,"Date: Apr 13, 2022 | Company: Dfns | Amount: $13,500,000 | Stage: Seed | Category: Blockchain Service"
innoangelfund,"Date: Apr 13, 2022 | Company: Paladin Pandas | Amount: $4,000,000 | Stage: Undisclosed | Category: GameFi"
plus-capital,"Date: Apr 13, 2022 | Company: MoonPay | Amount: $87,000,000 | Stage: Undisclosed | Category: CeFi"
forerunnervc,"Date: Nov 14, 2018 | Company: Lolli | Amount: $2,250,000 | Stage: Seed | Category: CeFi"
forerunnervc,"Date: Jul 28, 2021 | Company: Lolli | Amount: $10,000,000 | Stage: Series A | Category: CeFi"
